name,address,city,province,country,time_zone,latitude,longitude,facebook_url,instagram_url,viber_contact,website_url,other_contact_info,amenities,courts,photo_urls
Angeles Pickleball Center,"Mc Arthur Highway, Balibago, Angeles City, Philippines",ANGELES CITY,PAMPANGA,PH,Asia/Manila,,,https://www.facebook.com/p/Angeles-Pickleball-Center-61563543320714/,,,,,5 dedicated PROCOURT Pickleball courts,Court 1|pickleball|;Court 2|pickleball|;Court 3|pickleball|;Court 4|pickleball|;Court 5|pickleball|,
