name,address,city,province,country,time_zone,latitude,longitude,facebook_url,instagram_url,viber_contact,website_url,other_contact_info,amenities,courts,photo_urls
Tg Residence,"Magalang, Central Luzon, Philippines",MAGALANG,PAMPANGA,PH,Asia/Manila,,,,,,https://www.pickleheads.com/courts/ph/central-luzon/magalang/tg-residence,,,pickleball|,
