name,address,city,province,country,time_zone,latitude,longitude,facebook_url,instagram_url,viber_contact,website_url,other_contact_info,amenities,courts,photo_urls
Sta Cruz Pickleball Club,"Calumpit Compound Brgy Calios Sta Cruz, Laguna",SANTA CRUZ,LAGUNA,PH,Asia/Manila,,,https://www.facebook.com/61585746699575,,,,,,Court 1|pickleball|,
