name,address,city,province,country,time_zone,latitude,longitude,facebook_url,instagram_url,viber_contact,website_url,other_contact_info,amenities,courts,photo_urls
Match Point Badminton And Pickleball,"Liloan, Central Visayas, Philippines",BROOKE'S POINT,PALAWAN,PH,Asia/Manila,,,,,,https://www.pickleheads.com/courts/ph/central-visayas/liloan/match-point-badminton-and-pickleball,,,pickleball|,
