name,address,city,province,country,time_zone,latitude,longitude,facebook_url,instagram_url,viber_contact,website_url,other_contact_info,amenities,courts,photo_urls
YB Pickleball Court,"Mohon, Talisay City (Near St. Peter Talisay)",TALISAY CITY,CEBU,PH,Asia/Manila,,,https://www.facebook.com/Yawn2Tv/,,,https://cebupickleballcourts.com/yb-pickleball-court/,,Parking;Open Play,pickleball|,"https://cebupickleballcourts.com/wp-content/uploads/YB-Pickleball-Courts-01.jpg,https://cebupickleballcourts.com/wp-content/uploads/YB-Pickleball-Courts-02.jpg,https://cebupickleballcourts.com/wp-content/uploads/YB-Pickleball-Courts-03.jpg"
