name,address,city,province,country,time_zone,latitude,longitude,facebook_url,instagram_url,viber_contact,website_url,other_contact_info,amenities,courts,photo_urls
Pickle Bay Seascape Village,"Pasay, Metro Manila, Philippines",PASAY CITY,METRO MANILA,PH,Asia/Manila,,,,,,https://www.pickleheads.com/courts/ph/metro-manila/pasay/pickle-bay-seascape-village,,,pickleball|,
Pal Sports Center,"Pasay, Metro Manila, Philippines",PASAY CITY,METRO MANILA,PH,Asia/Manila,,,,,,https://www.pickleheads.com/courts/ph/metro-manila/pasay/pal-sports-center,,,pickleball|,
