name,address,city,province,country,time_zone,latitude,longitude,facebook_url,instagram_url,viber_contact,website_url,other_contact_info,amenities,courts,photo_urls
The Pickle Yard Paranaque,"Paranaque, Metro Manila, Philippines",CITY OF PARAÑAQUE,METRO MANILA,PH,Asia/Manila,,,,,,https://www.pickleheads.com/courts/ph/metro-manila/paranaque/the-pickle-yard-paranaque,,,pickleball|,
