name,address,city,province,country,time_zone,latitude,longitude,facebook_url,instagram_url,viber_contact,website_url,other_contact_info,amenities,courts,photo_urls
Paraiso De Avedad,"San Pablo City, Calabarzon, Philippines",SAN PABLO CITY,LAGUNA,PH,Asia/Manila,,,,,,https://www.pickleheads.com/courts/ph/calabarzon/san-pablo-city/paraiso-de-avedad,,,pickleball|,
