name,address,city,province,country,time_zone,latitude,longitude,facebook_url,instagram_url,viber_contact,website_url,other_contact_info,amenities,courts,photo_urls
Biñan Laguna Pickleball,"83FF+GH6, South City Drive, Binan, 4024 Laguna, Binãn, Philippines",CITY OF BIÑAN,LAGUNA,PH,Asia/Manila,,,https://www.facebook.com/p/Bi%C3%B1an-Laguna-Pickleball-61564356776725/,,0966 225 2927,"https://google.com/maps/place/South+City+Homes+Recreation+Center/@14.3238242,121.0738436,15z/data=!4m6!3m5!1s0x3397d7f22064cd75:0x10a24f387414439f!8m2!3d14.3238242!4d121.0738436!16s%2Fg%2F11l38pytgs?ent",,Court Rental (250 per hour);Paddles for rent;Balls for sale;Hourly rentals;Open Play (Mon & Fri eve 5–9 pm; Sun 8 am–12 noon);Beginner lessons available,Court 1|pickleball|;Court 2|pickleball|;Court 3|pickleball|;Court 4|pickleball|,
