name,address,city,province,country,time_zone,latitude,longitude,facebook_url,instagram_url,viber_contact,website_url,other_contact_info,amenities,courts,photo_urls
EVP Squared,EVP Squared – Footprints Building Grounds – Upper Tabok,Mandaue City,Cebu,PH,,,,https://www.facebook.com/p2ekit2,,0942 532 1620,https://cebupickleballcourts.com/evp-squared/,,Paddle for Rent;Parking;Comfort Rooms (CR),Court 1|pickleball|,"https://cebupickleballcourts.com/wp-content/uploads/EVP-Squared-Pickleball-Courts-02.jpg,https://cebupickleballcourts.com/wp-content/uploads/EVP-Squared-Pickleball-Courts-03.jpg,https://cebupickleballcourts.com/wp-content/uploads/EVP-Squared-Pickleball-Courts-01.jpg"
Fervent Academy Pickleball Court,"Basak, Mandaue",Mandaue City,Cebu,PH,,,,https://www.facebook.com/profile.php?id=61582557202059,,0998 594 0510,https://cebupickleballcourts.com/fervent-academy/,,Parking;Restrooms,Court 1|pickleball|,"https://cebupickleballcourts.com/wp-content/uploads/Fervent-Academy-Pickleball-Courts-03.jpg,https://cebupickleballcourts.com/wp-content/uploads/Fervent-Academy-Pickleball-Courts-01.jpg,https://cebupickleballcourts.com/wp-content/uploads/Fervent-Academy-Pickleball-Courts-02.jpg"
