name,address,city,province,country,time_zone,latitude,longitude,facebook_url,instagram_url,viber_contact,website_url,other_contact_info,amenities,courts,photo_urls
Palm&Paddle,"Washington Street, Dauin, Philippines",DAUIN,NEGROS ORIENTAL,PH,Asia/Manila,,,https://www.facebook.com/people/PalmPaddle/61578609654921/,https://www.instagram.com/_palmandpaddle,,,,2 Outdoor Pickleball Courts Open;Café (coming soon),Court 1|pickleball|;Court 2|pickleball|,
