name,address,city,province,country,time_zone,latitude,longitude,facebook_url,instagram_url,viber_contact,website_url,other_contact_info,amenities,courts,photo_urls
Sm City Consolacion,"Cebu City, Central Visayas, Philippines",CEBU CITY,CEBU,PH,Asia/Manila,,,,,,https://www.pickleheads.com/courts/ph/central-visayas/cebu-city/sm-city-consolacion,,,pickleball|,
The Smash Yard,"Consolacion, Central Visayas, Philippines",CONSOLACION,CEBU,PH,Asia/Manila,,,,,,https://www.pickleheads.com/courts/ph/central-visayas/consolacion/the-smash-yard,,,pickleball|,
