name,address,city,province,country,time_zone,latitude,longitude,facebook_url,instagram_url,viber_contact,website_url,other_contact_info,amenities,courts,photo_urls
The 33rd Athletics,"Brgy. Talangan, Nasugbu, Philippines",NASUGBU,BATANGAS,PH,Asia/Manila,,,https://www.facebook.com/998353946685701/,,,,,Your newest outdoor Pickleball court!,Court 1|pickleball|,
