name,address,city,province,country,time_zone,latitude,longitude,facebook_url,instagram_url,viber_contact,website_url,other_contact_info,amenities,courts,photo_urls
GPARK Playgrounds,#27 6th st cor 9th ave east brgy 104 caloocan city,CALOOCAN CITY,METRO MANILA,PH,Asia/Manila,,,https://www.facebook.com/p/GPARK-Playgrounds-61579391170144/,,0915 464 6175,,,Tournament-Grade Pickleball Court;Café;Indoor Golf,Court 1|pickleball|,
