name,address,city,province,country,time_zone,latitude,longitude,facebook_url,instagram_url,viber_contact,website_url,other_contact_info,amenities,courts,photo_urls
Prestige Pickleball Club,"Xevera Prestige Clubhouse, Mabalacat Pampanga",MABALACAT CITY,PAMPANGA,PH,Asia/Manila,,,https://www.facebook.com/p/Prestige-Pickleball-Club-61559018774735/,,,,,,Court 1|pickleball|,
